University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Groningen,RUG,Letteren,Argumentatie en Retorica,,"dr. F.L. Kramer
             dr. L. van Poppel",,Toegang tot jaar 2 Nederlandse Taal en Cultuur,,"- Kennis van systeem, theorie, geschiedenis en toepassingen van de retorica, met speciale aandacht voor de stilistiek- Kennis van en inzicht in de basisprincipes van de argumentatieleer- Vaardigheid in het ontwerpen en geven van een presentatie- Vaardigheid in het schrijven van een kritische bespreking",,,In deze cursus verdiep je je kennis van en inzichten in de klassieke retorica en de argumentatieleer. We staan stil bij de klassieke grondslagen van het systeem en de theorie van de retorica en het gebruik van stijlmiddelen in uiteenlopende letterkundige en praktisch georiënteerde taalgebruikspraktijken. Ook besteden we aandacht aan redeneervormen die taalgebruikers inzetten om standpunten te onderbouwen en de drogredenen die hieruit kunnen voortkomen.In het tweede blok geef je samen met medestudenten een presentatie over een deelthema. Aan het slot schrijf je een recensie van twee presentaties van medestudenten.Toetsvorm: tentamen en opdrachten,,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LNX042B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=158
University of Groningen,RUG,Honours College,Argumentation and Political Deliberation (Faculty of Philosophy),,dr. J.A. van Laar,,Open only to non-Faculty of Philosophy students.Only available for students who have been accepted into the BA Honours College Programme.,,"On completion of the broadening module, the student will be able to apply concepts, tools and theories dealing with: (1) the analysis and assessment of argument and criticism; (2) the connections between argumentation, deliberation and democracy; (3) the quality of argumentation and deliberation within political decision-making. Further, the students will be capable of (4) collectively designing and conducting a deliberative discussion on an intractable political issue with the aim of testing what design choices optimize the quality of the argumentation and deliberation; and of (5) individually evaluating the results in light of philosophically motivated evaluation criteria.",,,"The goal of the broadening module ‘Argumentation and Deliberation’ is to study argumentation in political deliberation. What purposes do political argumentation and criticism serve in political deliberation, by what standards can we evaluate political arguments, and how can the quality of political deliberation be enhanced? We deal with these issues from two points of view. First, from the perspective of deliberation theory, a branch within political philosophy. Deliberation theory starts from the idea that a political decision can only be legitimate if it is the result of a procedure in which citizens have tested the decision, as well as its rivals, by weighing the reasons pro and con in light of the common good. Second, we deal with these issues from the point of view of the philosophy of argument, which provides us with tools for the linguistic analysis and logical evaluation of argumentation and criticism. One recurrent issue is how cooperation and competition should be balanced in order for a political exchange of argumentation and critique to be reasonable. We apply the acquired insights in class when analyzing and evaluating examples of political discussion, and we shall pay ample attention to election debates. After an examination of these philosophical issues, we try and test home-made recommendations for making election debate more genuinely argumentative and deliberative.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/honours/vak/show?code=HCWBB0605,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=1237
University of Groningen,RUG,Letteren,Argumentation and Resistance,,dr. L. van Poppel,,,,"•	The student gets a general insight in theoretical approaches argumentation.•	The student develops a critical attitude with respect to literature and research in argumentation studies. •	The student is able to apply knowledge and insight acquired in this course to identify, analyse and evaluate argumentative strategies in discussions. •	The student is capable to set up and carry out a qualitative or theoretical research project.•	The student is capable to report on acquired insights both orally and in writing.",,,"This course focuses on the analysis and evaluation of argumentative strategies in (public) discussions. In the first part of the course, several theoretical approaches to argumentation are introduced and compared. We will discuss current controversial issues in argumentation research. In the course, students learn to use and develop tools to analyse and assess the acceptability of argumentative strategies in specific contexts. In particular, we will focus on how attempts to convince an audience may encounter resistance and how arguers (can) deal with such resistance, for example in the current debate about vaccination in many Western countries. We will therefore discuss the strategies used by proponents (e.g., vaccination campaigns) ánd those used by opponents (e.g., anti-vaccination campaigns).",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LCX011M10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=16876
University of Groningen,RUG,Letteren,Commentary Course Aristophanes and Plautus,,"prof. dr. F.J. Budelmann
             dr. R.F. Regtuit",,afgeronde Bachelor GLTC,,"Studenten leren in dit collegehoe ze zelf een wetenschappelijk commentaar moeten schrijven op een Griekse of Latijnse tekst (inclusief brontekst voorzien van een kritisch apparaat en een vertaling), met behulp van alle bestaande hulpmiddelen (primaire and secundaire literatuur, andere commentaren, woordenboeken en andere handboeken, elektronische databases) (1.1–3, 2.1-3, 3.1-3, 4.1-2, 5.1, 5.3–4)hoe ze op een kritische en verantwoorde wijze bestaande commentaren kunnen bespreken voor hun medestudenten. (1.1–3, 2.3, 3.1–3, 4.2, 5.1)",,,In deze module leren studenten kritisch een commentaar op een antieke Griekse en Latijnse tekst te gebruiken en oefenen zij zich in het zelf schrijven van zo'n commentaar. Dit jaar zullen de te becommentariëren passages gekozen worden uit de komedies van Aristophanes (Plutus) en Plautus (Curculio),,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LQX038M10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=24177
University of Groningen,RUG,Letteren,Art & Environment,,dr. P. de Ruiter,,"Toegang tot het tweede jaar, d.w.z. minimaal 45 ECTS behaald uit de propedeuse.",,"De voornaamste leerdoelen zijn:- het doorgronden van enkele belangrijke ontwikkelingen in de beeldhouwkunst in de 20ste  eeuw, voor en na de Tweede Wereldoorlog, en het bespreken van onderliggende kunsttheoretische en -kritische noties;- het zich kritisch verhouden tot enkele bronteksten en tot secundaire literatuur m.b.t. de discipline beeldhouwkunst en kunst in de openbare ruimte (stad, park en landschap).",,,"In de module Art & Environment worden enkele ontwikkelingen op het gebied van sculptuur en ruimtelijke projecten in stad en landschap geanalyseerd. De vraag dringt zich op welke mogelijkheden beeldhouwers als Rodin, Boccioni, Giacometti en Brancusi hadden om nieuwe materialen en technieken te exploreren en te gaan hanteren. Na de oorlog betreden beeldhouwers meer en meer het publieke domein, in een stedelijke omgeving of in de natuur, met grote gevolgen voor verdere ontwikkelingen binnen deze discipline. De module legt nadruk op de periode vóór en ná de Tweede Wereldoorlog, toen beeldhouwkunst kritisch ter discussie werd gesteld. In de hoorcolleges staan analyse en interpretatie van beeldhouwwerken, kunsttheoretische noties en (in mindere mate) de kunstkritische receptie van het werk door (veelal) generatiegenoten centraal. In de werkcolleges komt het analyseren van beeld en tekst aan de orde. In deze module is ook veel aandacht voor de relatie tussen sculptuur en landschap.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKX021B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=226
University of Groningen,RUG,Letteren,Art & Institutions,,dr. J. Rodríguez Viejo,,"Toegang tot het tweede jaar, d.w.z. minimaal 45 ECTS behaald uit de propedeuse.",,"1.Discover the history of world-class museums, collections, and other major international art world institutions and events.2.Explore recent trends in art collecting, exhibitions, and education in the Netherlands and abroad, hearing first-hand from guest professionals who are museum directors, curators, and educators in cities such as Groningen, Amsterdam, London, Rome, Madrid, and New York.3.Assess the historical complexity and social diversity of modern-day practices in leading museum settings.",,,"Art & Institutions focuses on the history and current developments of major museums and collections, and related art institutions such as auction houses and art fairs. From the rise of the state museum to the globalised art market, this course sheds light on the evolution of art collecting and display and recent transformations in how museums approach their audiences and societies more broadly. The course also hosts guest speakers, in-person and online, who are Dutch and international professionals in the art world. Art & Institutions aims to provide students with a comprehensive range of analytical skills to examine as art historians both museum collections and individual exhibitions.Excursion: Fries Museum, Leeuwarden",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKX022B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=24482
University of Groningen,RUG,Letteren,Art & Science,,E.F. van der Hoorn  MA.,,"Toegang tot het tweede jaar, d.w.z. minimaal 45 ECTS behaald uit de propedeuse.",,- Students get acquainted with the relationship between art and science- Students learn to think critically about the material basis of both art and science- Students learn how to organize an exhibition- Students learn how to present complex scholarly questions for a broader public,,,"The relationship between art and science is not easy, not relaxed. Art creates fictional spaces, science discovers facts. This course seeks to find a common ground between the two. Working in close connection with the University Museum, we explore the objects of both disciplines. We look and use artworks in a variety of media, anatomical models, scientific instruments and many other material objects. With these object we organize an exhibition at the University Museum, a great storehouse for both the history of art and science. The course invites both students from the sciences and the arts to join!",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKX023B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=13893
University of Groningen,RUG,Letteren,Art and Archaeology of Classical Greece,,"A.C. Moles  PhD.
             prof. dr. S. Voutsaki",,"Toegang tot het tweede jaar, d.w.z. minimaal 45 ECTS behaald uit de propedeuse, waaronder Archeologie van de Klassieke Oudheid.",,"De student kent en heeft inzicht in de hoofdlijnen van de archeologie van Griekenkand en de Griekse wereld. De student kan op kritische wijze de archeologische en kunsthistorische gegevens en de iconographie van de periode bestuderen, alsmede zelfstandig een dictaat maken van hoorcolleges.",,,"Deze cursus geeft een overzicht van de Griekse archeologie vanaf de Archaïsche en Klassieke periode tot aan de Hellenistische en Romeinse periode en bestrijkt ongeveer de tijd tussen 800 v. Chr. tot 300 n. Chr; de nadruk ligt op de Klassieke periode (ca. 500-300 v. Chr.). De cursus stelt zich tot doel om de studenten te laten kennismaken met de Griekse archeologie en de Griekse kunst, en om aan te tonen dat archeologische overblijfselen gebruikt kunnen worden om historische vragen te stellen, zoals naar sociale verhoudingen, politieke ideologie en de mentaliteit van de oude Grieken.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LPX021B10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=24220
University of Groningen,RUG,Letteren,Art and Cognition,,dr. A. Wah,,"Completed first year of study (propedeuse). Good knowledge of English (understanding, speaking, reading and writing). This course is part of the minor package of 30 ECTS. Enrollment for the individual course is not possible.",,"Students can elaborate on basic concepts and main theoretical perspectives in the sciences of cognition. They can name and describe the main historical developments. They know about the basic cognitive functions and can characterize them. They are able to think about the arts, and about culture, from an evolutionary perspective. They can explain how art is studied from a cognitive perspective.",,,"This module offers an introduction into the cognitive perspective on art. It has four, sometimes overlapping, focal points:1. Basic forms of cognition, such as: memory, perception, thinking, language and imagination.2. Principles of evolutionary thinking about culture and the arts.3. The characteristics of art, and the arts, as form(s) of cognition.4. History of, and perspectives in the cognitive sciences.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LBA026B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=10087
University of Groningen,RUG,Letteren,"Art History Now: Theory, Method, Historiography",,dr. J.P. Keizer,,Bachelor's degree in art history or a related field. This course unit may be followed by transfer students upon approval by the Admission Committee.,,"Students encounter canonic and less well-known texts that shape art historical theories and methods today. They learn how to critically review and employ such theories and methods in their own research. During the course, students learn how to develop independent research projects by focussing on essential building blocks of academic writing. In particular, the course trains: - critical, close reading- writing a research proposal- writing a literature review- writing a short academic essay",,,"The discipline of art history balances the study of objects, images, and texts. This unique combination has engendered a wealth of field-specific theories and methodologies. On the one hand, such writings have developed right out of the disciplines’ focus on the making, meaning and reception of works of arts. On the other hand, they are the result of the lively dialogue with other disciplines, adapting concepts from philosophy, literary studies, and critical theory. More recently, art history has worked towards a theorization of mimesis and artistic materials that develops new theoretical angles on concepts from sociology, anthropology, ethnography, media, and material culture studies. Geared towards their personal research interests, this course will introduce students to the rich tradition of art theoretical writings and methodologies and teach them to recognize continuities, ruptures, and innovations. It will enable them to critically engage with the theories and methods they need to study art history now.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKK037M10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=10652
University of Groningen,RUG,Letteren,Art Now,,drs. L. Nijenhof,,"Ba Art History, Ba Arts, Culture and Media. Admission to the second year by having obtained a minimum of 45 ECTS from the propaedeutic phase.",,"1. To acquire knowledge and understanding of important national and international current events, questions and issues in the field of visual arts. 2. To reflect on these events, questions and issues and arrive at a balanced and well-reasoned judgement of them. 3. To formulate this judgement (written/oral) in terms suitable for a wider audience.",,,"Art Now offers a survey of contemporary art from the 1990s to the present. The history of contemporary art contains a tapestry of stories. Rather than following a strict chronological, geographical, or stylistic line the course is structured by recurring and often debated topics as Identity, Globalism, Archival impulse and Intermediality. Attention will be paid to the political, social and philosophical context in which contemporary art could develop. The course provides tools to critically analyse and reflect on the art of today.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKX024B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=345
University of Groningen,RUG,Honours College,Art Power: The Chinese Garden,,dr. Y. Kuo,,Only available for non-Faculty of Arts Honours College students. Only available for students who have been accepted into the Bachelor Honours College Programme.,,"How does art generate power? Who possesses the power to define art and its value? How do memories, tradition, and politics interact with art, and affect its reception and value? This broadening module tries to answer these questions through the concrete case of the Chinese Garden. The course starts with an introduction to the Chinese Garden as an art form with specific spatial paradigm. We then examine the emergence and evolvement of this paradigm in history, considering various social, cultural and political factors in the (re)making of its appeal and symbolic meaning. The course ends with a discussion of the Chinese state’s “garden diplomacy” and a reflection on the place of art in global politics.",,,"Assessment will consist of, first, a group presentation in class, in which students will demonstrate their comprehension of the Chinese Garden as a “spatial paradigm,” and, secondly, a reflective essay that focuses on an art form of the individual’s own choice and analyses the political, social, cultural and/or artistic dimensions of its power. This broadening module prepares students for their participation in Summer School “A Space of Encounter: Chinese Gardens in Europe.” For the content and assessment of the Summer School, please consult the separate ocasys page.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/honours/vak/show?code=HCLEB0905,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=10610
University of Groningen,RUG,Letteren,Art-Architecture-Landscape: Object-based Humanities,,prof. dr. C. Wagenaar,,,,,,,"As part of the pre-master minor Art & Culture, this course prepares students for one of the master tracks offered by the Institute of History of Art, Architecture and Landscape, their common ground being a focus on the material object. In art history, the discipline itself developed out of a theoretical and historical reflection upon the uniquely crafted, material artifact; in architecture, the object-based approach culminated in two complementary vocabularies: whereas engineers focus on materials and construction, architects developed a precise vocabulary to describe the composition, ornamentation and functions of buildings. Landscapes are either designed or natural, their material qualities combine the soil (including its geological qualities and its systems) and all kinds of (cultivated) vegetation and – most importantly – its evolution over time. The common ground of AAL has a long history, in which knowledge about making was shared across these disciplines: the 18th Century handbook The school of arts, or, New book of useful knowledge, for instance, taught its readers how to tend crops, read maps, but also paint with oil. Today, an object-based approach understands the meaning of artifacts (literally: skillfully made objects) by asking how and from what they are shaped, how they endure and change over time, and how they affect those who live with and in them. The course combines lectures and on-site assignments, and complements text-based historical research with documentary methods, such as mapping, photography, and drawing. Introductory lectures are followed by seminars and excursions, during which the students encounter a range of methods to study artworks, buildings, and landscapes. Based on an artefact of his/her choice each student creates a portfolio that traces its multifaceted object-biography.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKX034B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=9569
University of Groningen,RUG,Science and Engineering,Artificial Intelligence 1,,prof. dr. D. Grossi,,"Mandatory: No prior knowledge is assumed.Advised: Introduction to Logic and Imperative Programming are desired, but not required. Knowledge of some Algorithms and Data Structures is advised. The assignments of this course will be in Python - experience with programming in general is required.",,"At the end of the course, the student is able to:- Identify different types of agents and environments- Describe, apply and implement main AI algorithms for uninformed, informed, adversarial and local search- Specify constraint satisfaction problems and describe the main algorithms at work in CSP solvers- Describe and apply the main techniques for automatic deduction, reasoning and problem solving in propositional and predicate logic",,,"The lectures will discuss the course material, which will then be practiced in tutorials and lab practicals. Students will learn how the various search strategies in Artificial Intelligence work, how they can be applied, and for which types of problems they are suitable. The problem of representation will also be highlighted. This may occur within the chosen implementation language in the practicals or by using predicate logic as a representation language.The following subjects will be covered:1) Agent and environment types2) Uninformed search3) Informed search (in particular, the A* algorithm)4) Local search5) Adversarial search (Minimax / alpha-beta algorithm)6) Constraint satisfaction problems6) Automatic deduction, reasoning, problem solving in propositional logic7) Automatic deduction, reasoning, problem solving in predicate logic",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBAI023-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12558
University of Groningen,RUG,Science and Engineering,Artificial Intelligence 2,,"prof. dr. L.R.B. Schomaker
              J. Visser",,Mandatory: No prior knowledge is assumed.Advised: Artificial Intelligence 1 (WBAI023-05) and the probability aspect of Statistics (WBAI049-05) are strongly recommended.,,This course is intended to introduce topics not handled in the introductory course (KI-1) and other advanced topics in artificial intelligence.,,,"Topics: Planning, Symbolic vs Statistical Learning, Grammar Induction, aspects of Computational Learning Theory, Heterogeneous Information Integration, Data Mining and Knowledge Discovery.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBAI001-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=1168
University of Groningen,RUG,University College Groningen,Artivism,,dr. M.L. Wilders,,This course is also open to exchange students. Please inform yourself at the  UCG Student Affairs desk.,,"Reflect upon and elucidate the concepts of artistic citizenship and artivismDescribe and characterize different expressions of artistic citizenship and artivismPrepare an artivist portraitEffectively collaborate with peer students and the teacher, while discussing literature and working on assignments.Report on their findings both orally and in writing, to an audience of informed listeners and readers.Describe and reflect upon his/her insights regarding the subject matter in assignments.",,,"This course examines how art and activism come together in so-called artivism. We will work around the concept of artistic citizenship to investigate questions about the responsibility of the artist in a civic society and how artists give expression to their artistic citizenship. We will depart from fundamental questions about the value of the arts in society and whether the arts should and can be put to work to strive for a more inclusive and just society; to address issues like migration, the right to self-expression, human rights or discrimination. What role can the arts fulfill in activism, by which means, for which audiences and with what effects?During the course the group will compile a portfolio with portraits of artivists in which we explore how artists working in different geographic areas of the world, use their art as a medium for their activism, or how activists use art as a means to pursue their goals. We will look for examples of artivists working with visual or performing arts, using documentary or literature, or are urban or digital artivists. We will reflect on their stories, motivations, work, and the the impact they have or would like to achieve. In the process, we will be confronted with the praxis of artivists and think about the implications for the education of artists.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/ucg/vak/show?code=UCG1HU06,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=403
University of Groningen,RUG,Letteren,Arts and Brain in Culture,,prof. dr. B.P. van Heusden,,Bachelor's degree in KCM or an equivalent qualification in the opinion of the Board of Examiners.,,The student is able to critically assess existing research in the field of arts and cognition.The student is able to design qualitative and/or quantitative empirical research in the field of arts and cognition.The student is able to clearly and succinctly present his/her scientific findings orally (presentation) and in written form (paper) to an audience of peers.,,,"The cognitive underpinnings of art and culture are notoriously difficult to research empirically. The reasons for this are twofold: 1. There is an absence of an agreed upon theory and 2. There exists a vast complexity of cultural and artistic behavior. In this course, we will deal with both issues. First we critically discuss the theoretical frameworks available for the empirical study of human cultural and artistic cognition (Dutton, Ramachandran, Zeki, Donald, Noë, Kandel, Dissanayake). Secondly, we investigate quantitative and qualitative empirical methods used to study artistic and cultural cognitive processes. Students will then develop hypotheses via a small-scale empirical research project that allows them to test their hypotheses. Eventually, the research proposal can be developed into an MA-thesis research project.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWX048M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=109
University of Groningen,RUG,Letteren,Arts and Media in Society,,dr. T.E. Lijster,,,,"After this course the student is able to:- summarize, in their own words, the historical background of and theoretical issues at stake within contemporary debates on ‘identity politics’- give an overview of the crucial philosophical and sociological questions involving the relation between identity and politics- critically reflect on and analyse (given and self-selected) cases of art, in oral and written form, on the basis of the literature- do research by finding the relevant (literature and/or media) sources to execute a case study- work together with other students on a project that thematizes the topic of the course.",,,"Identity politics and culture warsA lot of contemporary political and public debates (from the #metoo and Black Pete discussions to populism and the ‘yellow vests’) revolve around matters of identity and culture. In this course I want to delve deeper in these matters, and try to critically ‘unpack’ some of these debates and look what is at stake. We will do that by, first, looking at historical and contemporary literature on the intersections of culture, identity and politics. Identity (in terms of gender, race, religious, national, class, etc.) has been studied extensively within the field of cultural studies and critical theory. Moreover, there is an interesting link between these academic debates and political and/or social activism, which often respond to and sometimes are inspired by one another. Secondly, we will look at ways in which contemporary cultural and artistic phenomena reflect on and intervene in these debates on cultural identity, in movies such as Get out!, novels such as Didier Eribon’s Returning to Reims, but also in internet fan and meme culture. Finally, we will explore some of the tensions and controversies within the debate on (cultural) identity, such as the tension between identity and class politics, or between free speech and so called ‘political correctness’.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWR013M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=7215
University of Groningen,RUG,Letteren,Arts and the Public Sphere,,"dr. T.E. Lijster
               NN
             dr. J.F. Otte",,Bachelor's degree in KCM or an equivalent qualification in the opinion of the Board of Examiners.,,"1. reproduce the most important theories concerning the public sphere, and the socio-political role of the arts2. critically reflect on the pitfalls and shortcomings of these theories3. apply these theories on cases in the field of their own expertise (e.g. theatre, music, literary or film studies)4. independently conduct a small (literature) research5. report, both orally and in written form, on their research6. effectively prepare and chair a discussion on an academic topic",,,"This course will focus on the concept and history of the public sphere, and the role of the arts within it. The public sphere is understood as the physical and virtual spaces in which citizens meet to exchange and discuss their views on the true, the good and the beautiful. Emerging in the eighteenth-century coffeehouses, salons, and newspapers, the bourgeois public sphere turned out to be a crucial condition for modern democracies during the enlightenment era. We will look at the place of the arts within this sphere (e.g. the emergence of public museums, culture education and art criticism), but also to the way the public sphere has changed in recent decades. In particular, in a globalized world the traditional public roles of intellectuals and artists have to be reconsidered. How do artists consider their own role in this process? Through what strategies do artists intervene in the public sphere? We will discuss theoretical texts by Habermas, Fraser, Bishop, and others as well as contemporary examples from the different art disciplines: political theatre, the literary artist as public intellectual, music festivals, and artistic interventions, participation- and community art.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWX049M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=7215
University of Groningen,RUG,Honours College,ARTS Festival 2020: Involving Societal Partners,,dr. S.L. Willemsen,,Affinity with research at the Faculty of Arts is a prerequisite.,,"a)	To observe, experience and practice leadership skills in a controlled environment, being the Faculty of Arts;b)	To acquire (new) knowledge, being how to effectively connect societal organisations to research in a public engagement event",,,"After a successful first edition, the Faculty of Arts organizes the second Arts Festival (Letterenfestival) in September 2020. The aim of the festival is to showcase the Faculty’s wide variety of research projects and their relevance to society. In this second edition we would like to engage more with organisations outside the university (companies, non-profit organisations, local government) in a way that is interesting and effective for researchers and societal partners.  In this Leadership Lab you will get acquainted with the variety of research in Arts and Humanities. You will learn about societal impact of research and the way this could be achieved and apply this knowledge in the festival organization. Use your networking skills to involve societal partners and help bridge the gap between academia and society at large. You will design part of the festival. Student activities will involve:●	Identifying interesting societal organisations to engage with for the Arts festival; ●	Exploring possibly effective ways to involve and interact with societal partners;●	Consulting potential societal organisations on their interests and effective ways to involve them in the festival;●	Advising the Arts Festival how they can take the interests and expectations of potential societal partners into account;●	Drawing up a detailed plan of the societal part of the Arts Festival (a mini-conference, a data market or any other form you can come up with).Leadership skills that will be practiced are, among others, effective communication, working interdisciplinary, how to cooperate and motivate fellow students and how to organize an event.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/honours/vak/show?code=HCMLL04204,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=10744
University of Groningen,RUG,Letteren,Arts in Practice: Film,,"S.P. Bayramian  MA.
             dr. M. Kiss",,,,"acquire thorough knowledge and understanding of the nature (analysis, history, theory) and the social functioning of videographic criticism (degree programme learning outcomes: A6)apply their theoretical knowledge and understanding to a practical approach, i.e. describe and analyse a case study in different audiovisual forms (degree programme learning outcomes: B1)work with others, in groups, possibly with different cultural backgrounds (degree programme learning outcomes: B3)present and reflect on the outcomes of their practical audiovisual research in writing, using proper English, respecting the academic codes of their field of expertise (showing familiarity with the academic codes of behaviour/ethics regarding references to and use of the work and insights of others), both orally and in writing as well as audiovisually, to specialist and non-specialist audiences (degree programme learning outcomes: D1, D2, E1 and E2)",,,"Arts in Practice / Film group: Videographic Criticism: Students learn to use, and thereby sharpen their analytical skills in the context of practical audiovisual projects. Parallel to the acquirement of knowledge on historical aspects and current debates and practices of videographic work, the course comprises three distinct practice-based parts (Projects 1-3), ultimately aiming at theoretical considerations (Final Report).1.	Project 1: Audiovisual plot summary: Students learn the basics of video manipulation (accessing, ripping, editing, compressing, voice-over, etc. AV material) by producing a brief (max. 5 minutes) audiovisual summary of a film or TV show of their choice.2.	Project 2: Analytical videographic work: Students further their acquired audio and video manipulation skills by producing an autonomous, explanatorily argumentative academic (scholarly sound) research video (scene analysis in max. 10 minutes).3.	Project 3: Deformative criticism project: Students engage in an experimental mode of videographic criticism, as Jason Mittell puts it, “to make the original work strange in some unexpected way, deforming it unconventionally to reveal its structure and discover something new from it.”4.	At the end of the semester, students individually produce a Final Report that reflects on the theoretical knowledge they acquired during their practical tinkering (max. 2 A4 per student).",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWX099B10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=23098
University of Groningen,RUG,Letteren,Arts in Practice: Music,,S.A.M. Schelvis  MA.,,,,"• Develop an understanding of how music events and festivals are organised• Acquire practical skills relevant to music-event organisation through hands-on experience such as through collectively planning and organising a one-day/night music festival/event• Establish knowledge of both historical and critical perspectives on music festivals and live music events and recognize their relevance for culture and society• Apply these insights to the planning of your own music event• Apply these insights to analyse and evaluate real-world music festivals as well as your own event (i.e., post-mortem analysis)",,,"Music festivals are often revered as sites for strengthening social bonds, for stimulating intense collective musical experiences, or for promoting forms of cultural heritage (e.g. Woodstock as a defining example). Yet in recent decades, the role of festivals as a facet of contemporary life has evolved to serve myriad social, economic, and cultural aims. In this course, you work collaboratively to present a music festival (or more general music-related event) created around a topical theme in relation to contemporary culture and society. Together you will conceptualize, organize, promote, finance, and execute this festival or music event to take place at the end of the semester. For this project, all students will also meet collectively in one large group for seminars and work sessions to read and discuss literature related to festivals and live music events more broadly while also reviewing festival concept models. During the first three seminars, students will brainstorm possible concepts for a festival or music-related event. After this first intensive study period, students will choose to participate within one of four possible groups embedded within the larger festival event (promotion; concept creation and execution; production; or management). The second part of the course entails constructing, creating, and executing the music event concept. In this part, students learn to develop their creative and organizational skills by participating in some way in the creative production process or in arts management roles. In this domain, students might help to compose or perform music or create a music soundscape; they may solicit musicians; they might construct a website, design promotional material; or they may manage the contracts, bookings, space, and equipment for the event. Also, throughout the course, professionals from the music field, many alums of our music track, are invited to offer guest presentations on topics such as music production, radio deejaying, festival booking, and financing arts events.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWX100B10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=24477
University of Groningen,RUG,Letteren,Arts in Practice: Theatre,,D. Kleida  MA.,,,,,,,,,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LWX101B10,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=24475
